0,1,1,9:20
0,2,1,9:40
0,3,1,10:00
0,4,1,10:20
0,5,1,10:40
0,6,1,11:00
0,7,1,11:20
0,8,1,11:40
0,9,1,12:00
0,10,1,12:20
0,11,2,9:55
0,12,2,10:15
0,13,2,10:35
0,14,2,10:55
0,15,2,11:15
0,16,2,11:35
0,17,2,11:55
0,18,2,12:15
0,19,2,12:35
0,20,2,12:55
1,21,1,9:25
1,22,1,9:45
1,23,1,10:05
1,24,1,10:25
1,25,1,10:45
1,26,1,11:05
1,27,1,11:25
1,28,1,11:45
1,29,1,12:05
1,30,1,12:25
1,31,2,9:50
1,32,2,10:10
1,33,2,10:30
1,34,2,10:50
1,35,2,11:10
1,36,2,11:30
1,37,2,11:50
1,38,2,12:10
1,39,2,12:30
1,40,2,12:50
2,41,1,9:30
2,42,1,9:50
2,43,1,10:10
2,44,1,10:30
2,45,1,10:50
2,46,1,11:10
2,47,1,11:30
2,48,1,11:50
2,49,1,12:10
2,50,1,12:30
2,51,2,9:45
2,52,2,10:05
2,53,2,10:25
2,54,2,10:45
2,55,2,11:05
2,56,2,11:25
2,57,2,11:45
2,58,2,12:05
2,59,2,12:25
2,60,2,12:45
3,61,1,9:25
3,62,1,9:45
3,63,1,10:05
3,64,1,10:25
3,65,1,10:45
3,66,1,11:05
3,67,1,11:25
3,68,1,11:45
3,69,1,12:05
3,70,1,12:25
3,71,2,9:40
3,72,2,10:00
3,73,2,10:20
3,74,2,10:40
3,75,2,11:00
3,76,2,11:20
3,77,2,11:40
3,78,2,12:00
3,79,2,12:20
3,80,2,12:40
3,81,5,9:40
3,82,5,10:00
3,83,5,10:20
3,84,5,10:40
3,85,5,11:00
3,86,5,11:20
3,87,5,11:40
3,88,5,12:00
3,89,5,12:20
3,90,5,12:40
3,91,6,9:35
3,92,6,9:55
3,93,6,10:15
3,94,6,10:35
3,95,6,10:55
3,96,6,11:15
3,97,6,11:35
3,98,6,11:55
3,99,6,12:15
3,100,6,12:35
4,101,1,9:20
4,102,1,9:40
4,103,1,10:00
4,104,1,10:20
4,105,1,10:40
4,106,1,11:00
4,107,1,11:20
4,108,1,11:40
4,109,1,12:00
4,110,1,12:20
4,111,2,9:35
4,112,2,9:55
4,113,2,10:15
4,114,2,10:35
4,115,2,10:55
4,116,2,11:15
4,117,2,11:35
4,118,2,11:55
4,119,2,12:15
4,120,2,12:35
5,121,1,9:15
5,122,1,9:35
5,123,1,9:55
5,124,1,10:15
5,125,1,10:35
5,126,1,10:55
5,127,1,11:15
5,128,1,11:35
5,129,1,11:55
5,130,1,12:15
5,131,2,9:30
5,132,2,9:50
5,133,2,10:10
5,134,2,10:30
5,135,2,10:50
5,136,2,11:10
5,137,2,11:30
5,138,2,11:50
5,139,2,12:10
5,140,2,12:30
6,141,1,9:10
6,142,1,9:30
6,143,1,9:50
6,144,1,10:10
6,145,1,10:30
6,146,1,10:50
6,147,1,11:10
6,148,1,11:30
6,149,1,11:50
6,150,1,12:10
6,151,2,9:25
6,152,2,9:45
6,153,2,10:05
6,154,2,10:25
6,155,2,10:45
6,156,2,11:05
6,157,2,11:25
6,158,2,11:45
6,159,2,12:05
6,160,2,12:25
6,161,3,9:45
6,162,3,10:05
6,163,3,10:25
6,164,3,10:45
6,165,3,11:05
6,166,3,11:25
6,167,3,11:45
6,168,3,12:05
6,169,3,12:25
6,170,3,12:45
6,171,4,9:30
6,172,4,9:50
6,173,4,10:10
6,174,4,10:30
6,175,4,10:50
6,176,4,11:10
6,177,4,11:30
6,178,4,11:50
6,179,4,12:10
6,180,4,12:30
7,181,1,9:15
7,182,1,9:35
7,183,1,9:55
7,184,1,10:15
7,185,1,10:35
7,186,1,10:55
7,187,1,11:15
7,188,1,11:35
7,189,1,11:55
7,190,1,12:15
7,191,2,9:20
7,192,2,9:40
7,193,2,10:00
7,194,2,10:20
7,195,2,10:40
7,196,2,11:00
7,197,2,11:20
7,198,2,11:40
7,199,2,12:00
7,200,2,12:20
8,201,3,9:20
8,202,3,9:40
8,203,3,10:00
8,204,3,10:20
8,205,3,10:40
8,206,3,11:00
8,207,3,11:20
8,208,3,11:40
8,209,3,12:00
8,210,3,12:20
8,211,4,9:55
8,212,4,10:15
8,213,4,10:35
8,214,4,10:55
8,215,4,11:15
8,216,4,11:35
8,217,4,11:55
8,218,4,12:15
8,219,4,12:35
8,220,4,12:55
9,221,3,9:25
9,222,3,9:45
9,223,3,10:05
9,224,3,10:25
9,225,3,10:45
9,226,3,11:05
9,227,3,11:25
9,228,3,11:45
9,229,3,12:05
9,230,3,12:25
9,231,4,9:50
9,232,4,10:10
9,233,4,10:30
9,234,4,10:50
9,235,4,11:10
9,236,4,11:30
9,237,4,11:50
9,238,4,12:10
9,239,4,12:30
9,240,4,12:50
10,241,3,9:30
10,242,3,9:50
10,243,3,10:10
10,244,3,10:30
10,245,3,10:50
10,246,3,11:10
10,247,3,11:30
10,248,3,11:50
10,249,3,12:10
10,250,3,12:30
10,251,4,9:45
10,252,4,10:05
10,253,4,10:25
10,254,4,10:45
10,255,4,11:05
10,256,4,11:25
10,257,4,11:45
10,258,4,12:05
10,259,4,12:25
10,260,4,12:45
10,261,5,9:50
10,262,5,10:10
10,263,5,10:30
10,264,5,10:50
10,265,5,11:10
10,266,5,11:30
10,267,5,11:50
10,268,5,12:10
10,269,5,12:30
10,270,5,12:50
10,271,6,9:25
10,272,6,9:45
10,273,6,10:05
10,274,6,10:25
10,275,6,10:45
10,276,6,11:05
10,277,6,11:25
10,278,6,11:45
10,279,6,12:05
10,280,6,12:25
11,281,3,9:35
11,282,3,9:55
11,283,3,10:15
